Line,"Adult/
Larval",Main annotator,Lab,Quality,Sex difference,VNC only,Brain only,DOI to cite,First author(s) & year,Janelia Robot ID,Cell types,EM Body IDs,Alias,Genotype
SS64223,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035809,"LBA34, LUL152",,GMR_24B11-x-VT057138,w[1118]; P{y[+t7.7] w[+mC]=R24B11-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT057138-GAL4.DBD}attP2
SS64389,Adult,Tanya Wolff,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035933,,,VT045282-x-GMR_53C01,"w[1118]; P{y[+t7.7] w[+mC]=VT045282-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R53C01-GAL4.DBD}attP2/TM6B, Tb[1]"
SS64396,Adult,Tanya Wolff,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035912,FC3?,,GMR_38B06-x-VT014432,w[1118]; P{y[+t7.7] w[+mC]=VT014432-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R38B06-p65.AD}VK00027
SS64414,Adult,Jens Goldammer,Rubin,1,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3039035,VES010,,GMR_66B06-x-GMR_11C01,"w[1118]; P{y[+t7.7] w[+mC]=R66B06-p65.AD}JK22C/CyO; P{y[+t7.7] w[+mC]=R11C01-GAL4.DBD}attP2/TM6, Tb[1]"
SS64427,Adult,Jens Goldammer,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039041,CL131,,GMR_94H04-x-VT063314,"w[1118]; P{y[+t7.7] w[+mC]=R94H04-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT063314-GAL4.DBD}attP2/TM6, Tb[1]"
SS64503,Adult,Tanya Wolff,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035924,,,VT024634-x-GMR_19G02,w; VT024634-p65ADZp in attP40; 19G02-ZpGdbd in attP2
SS64548,Adult,Jens Goldammer,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039088,CL214,,VT006549-x-GMR_18F12,"w[1118]; P{y[+t7.7] w[+mC]=VT006549-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R18F12-GAL4.DBD}attP2/TM6B, Tb[1]"
SS64550,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039046,CRE106,,GMR_48C08-x-VT033614,w[1118]; P{y[+t7.7] w[+mC]=R48C08-p65.AD}JK22C; P{y[+t7.7] w[+mC]=VT033614-GAL4.DBD}attP2
SS64560,Adult,Jens Goldammer,Rubin,1,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3039051,,"5813054604, 1469663014",VT008534-x-VT058427,w[1118]; P{y[+t7.7] w[+mC]=VT008534-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT058427-GAL4.DBD}attP2
SS64601,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036279,DNp48,,VT031392-x-VT063560,w[1118]; P{y[+t7.7] w[+mC]=VT031392-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT063560-GAL4.DBD}attP2
SS64679,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036277,"DNg03x~5, DNg05",,GMR_19G08-x-VT049125,"w[1118]; P{y[+t7.7] w[+mC]=R19G08-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT049125-GAL4.DBD}attP2"
SS64882,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036301,DNg39,,VT037566-x-VT038873,w[1118]; P{y[+t7.7] w[+mC]=VT037566-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT038873-GAL4.DBD}attP2
SS64893,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036318,"FMN (steering, mnb2?)",,VT042758-x-GMR_71D08,"w[1118]; P{y[+t7.7] w[+mC]=VT042758-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R71D08-GAL4.DBD}attP2"
SS64901,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036671,NMN,,GMR_10A12-x-GMR_48F12,"w[1118]; P{y[+t7.7] w[+mC]=R10A12-p65.AD}attP40; P{y[+t7.7] w[+mC]=R48F12-GAL4.DBD}attP2/TM6, Tb[1]"
SS65066,Adult,Tanya Wolff,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3043911,,,VT046778-x-VT026755,w; VT046778-p65ADZp in attP40; VT026755-ZpGDBD in attP2
SS65156,Adult,Tanya Wolff,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3040516,,,VT003476-x-GMR_19E06,w[1118]; P{y[+t7.7] w[+mC]=VT003476-p65.AD}attP40; P{y[+t7.7] w[+mC]=R19E06-GAL4.DBD}attP2
SS65207,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039053,,5901230859,VT027323-x-GMR_50A08,"w[1118]; P{y[+t7.7] w[+mC]=VT027323-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R50A08-GAL4.DBD}attP2/TM6, Tb[1]"
SS65209,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039090,CL066,,VT019723-x-VT022237,"w[1118]; P{y[+t7.7] w[+mC]=VT019723-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT022237-GAL4.DBD}attP2/T(2;3)B3, CyO: TM6B, Tb[1]"
SS65212,Adult,Jens Goldammer,Rubin,1,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3039054,ATL030,,GMR_26A06-x-GMR_60D08,w[1118]; P{y[+t7.7] w[+mC]=R26A06-p65.AD}JK22C; P{y[+t7.7] w[+mC]=R60D08-GAL4.DBD}attP2
SS65260,Adult,Tanya Wolff,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3040115,,,VT018654-x-VT045282,w[1118]; P{y[+t7.7] w[+mC]=VT018654-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT045282-GAL4.DBD}attP2
SS65340,Adult,Tanya Wolff,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3043959,,,GMR_19E06-x-GMR_38E07,w[1118]; P{y[+t7.7] w[+mC]=R19E06-p65.AD}attP40; P{y[+t7.7] w[+mC]=R38E07-GAL4.DBD}attP2
SS65397,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039275,PVLP143,,GMR_24A02-x-VT030541,"w[1118]; P{y[+t7.7] w[+mC]=R24A02-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT030541-GAL4.DBD}attP2/TM6B, Tb[1]"
SS65402,Adult,Jens Goldammer,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039178,OCG07,,GMR_80A01-x-GMR_40C02,"w[1118]; P{y[+t7.7] w[+mC]=R80A01-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R40C02-GAL4.DBD}attP2/TM6B, Tb[1]"
SS65417,Adult,Jens Goldammer,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039099,"PLP077, No Name: 1564784383, 787564302?, 821056011?, 943071287?, 911354322?, 2275905545?, similar WEDPN10A?, WED085?, WED087",,VT063193-x-VT038778,"w[1118]; P{y[+t7.7] w[+mC]=VT063193-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT038778-GAL4.DBD}attP2/T(2;3)B3, CyO: TM6B, Tb[1]"
SS65433,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035329,,,VT033618-x-VT058545,w[1118]; P{y[+t7.7] w[+mC]=VT033618-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT058545-GAL4.DBD}attP2
SS65434,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3035330,PI,,VT058545-x-VT033646,"w[1118]; P{y[+t7.7] w[+mC]=VT058545-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT033646-GAL4.DBD}attP2/TM6B, Tb[1]"
SS65441,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036272,DNp43,,VT002021-x-VT008977,w[1118]; P{y[+t7.7] w[+mC]=VT002021-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT008977-GAL4.DBD}attP2
SS65449,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3036561,LBI60,,VT008646-x-VT024647,w[1118]; P{y[+t7.7] w[+mC]=VT008646-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT024647-GAL4.DBD}attP2
SS65483,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036270,"New DNa, DNa13",,VT047755-x-VT023490,w[1118]; P{y[+t7.7] w[+mC]=VT047755-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT023490-GAL4.DBD}attP2
SS65486,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036309,DNax2,,VT047755-x-GMR_49D02,"w[1118]; P{y[+t7.7] w[+mC]=VT047755-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R49D02-GAL4.DBD}attP2"
SS65487,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036313,DNax~7,,VT047755-x-GMR_64A12,w[1118]; P{y[+t7.7] w[+mC]=VT047755-p65.AD}attP40; P{y[+t7.7] w[+mC]=R64A12-GAL4.DBD}attP2
SS65544,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036286,DNa06,,VT023490-x-VT025717,w[1118]; P{y[+t7.7] w[+mC]=VT023490-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT025717-GAL4.DBD}attP2
SS65564,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036544,,,VT059792-x-VT058919,w[1118]; P{y[+t7.7] w[+mC]=VT059792-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT058919-GAL4.DBD}attP2
SS65590,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036582,,,VT016973-x-GMR_31E11,"w[1118]; P{y[+t7.7] w[+mC]=VT016973-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R31E11-GAL4.DBD}attP2"
SS65687,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036527,,,GMR_26B06-x-VT000926,w[1118]; P{y[+t7.7] w[+mC]=R26B06-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT000926-GAL4.DBD}attP2
SS65692,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036518,LUA9,,GMR_54B03-x-VT002042,w[1118]; P{y[+t7.7] w[+mC]=R54B03-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT002042-GAL4.DBD}attP2
SS65693,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036516,,,GMR_48G01-x-VT012438,w[1118]; P{y[+t7.7] w[+mC]=R48G01-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT012438-GAL4.DBD}attP2
SS65700,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036559,LBA42,,GMR_53C03-x-VT009068,w[1118]; P{y[+t7.7] w[+mC]=R53C03-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT009068-GAL4.DBD}attP2
SS65710,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3036537,LBI60,,VT024647-x-VT008646,w[1118]; P{y[+t7.7] w[+mC]=VT024647-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT008646-GAL4.DBD}attP2
SS65765,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036588,,,VT037519-x-GMR_53H03,"w[1118]; P{y[+t7.7] w[+mC]=VT037519-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R53H03-GAL4.DBD}attP2"
SS65855,Adult,Tanya Wolff,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036156,,,GMR_38C04-x-GMR_67D09,w[1118]; P{y[+t7.7] w[+mC]=R67D09-GAL4.DBD}attP2 PBac{y[+mDint2] w[+mC]=R38C04-p65.AD}VK00027
SS65925,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039061,PS160,,VT017645-x-GMR_53B06,w[1118]; P{y[+t7.7] w[+mC]=VT017645-p65.AD}attP40; P{y[+t7.7] w[+mC]=R53B06-GAL4.DBD}attP2
SS65936,Adult,Jens Goldammer,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039278,ATL011-ATL012 or ATL017-ATL018,,GMR_30A04-x-VT049126,"w[1118]; P{y[+t7.7] w[+mC]=R30A04-p65.AD}JK22C/CyO; P{y[+t7.7] w[+mC]=VT049126-GAL4.DBD}attP2/TM6B, Tb[1]"
SS65940,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039570,PLP131,,VT034612-x-VT032162,"w[1118]; P{y[+t7.7] w[+mC]=VT034612-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT032162-GAL4.DBD}attP2/T(2;3)B3, CyO: TM6B, Tb[1]"
SS65942,Adult,Jens Goldammer,Rubin,1,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3039104,SMP496,,GMR_64H12-x-GMR_78H05,"w[1118]; P{y[+t7.7] w[+mC]=R64H12-p65.AD}JK22C/CyO; P{y[+t7.7] w[+mC]=R78H05-GAL4.DBD}attP2/TM6B, Tb[1]"
SS66127,Adult,Jens Goldammer,Rubin,4,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3039105,SMP204,,VT044844-x-VT009068,w[1118]; P{y[+t7.7] w[+mC]=VT044844-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT009068-GAL4.DBD}attP2
SS66144,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3037168,NMN,,GMR_16H01-x-GMR_22H10,"w[1118]; P{y[+t7.7] w[+mC]=R16H01-p65.AD}attP40; P{y[+t7.7] w[+mC]=R22H10-GAL4.DBD}attP2/TM6B, Tb[+]"
SS66145,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3037169,NMN,,GMR_39E01-x-GMR_22H10,"w[1118]; P{y[+t7.7] w[+mC]=R39E01-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R22H10-GAL4.DBD}attP2"
SS66153,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3037172,DNp44,,GMR_24F02-x-VT024643,w[1118]; P{y[+t7.7] w[+mC]=R24F02-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT024643-GAL4.DBD}attP2
SS66182,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3037185,DNg43,,GMR_32H08-x-VT003236,w[1118]; P{y[+t7.7] w[+mC]=R32H08-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT003236-GAL4.DBD}attP2
SS66183,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3037186,DNa10,,GMR_47D05-x-VT044168,w[1118]; P{y[+t7.7] w[+mC]=R47D05-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT044168-GAL4.DBD}attP2
SS66208,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3037230,CMN multi,,GMR_71D08-x-VT050222,w[1118]; P{y[+t7.7] w[+mC]=R71D08-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT050222-GAL4.DBD}attP2
SS66270,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3037205,DNg20,,GMR_64B08-x-GMR_65D05,w[1118]; P{y[+t7.7] w[+mC]=R64B08-p65.AD}attP40; P{y[+t7.7] w[+mC]=R65D05-GAL4.DBD}attP2
SS66402,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036947,LT IN (stop),,VT027767-x-VT029592,w[1118]; P{y[+t7.7] w[+mC]=VT027767-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT029592-GAL4.DBD}attP2
SS66732,Adult,Jens Goldammer,Rubin,4,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039112,PS124,,VT034258-x-GMR_70D06,w[1118]; P{y[+t7.7] w[+mC]=VT034258-p65.AD}attP40; P{y[+t7.7] w[+mC]=R70D06-GAL4.DBD}attP2
SS66736,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039185,"PS218; similar PS220, PS221",,GMR_42B02-x-VT049118,"w[1118]; P{y[+t7.7] w[+mC]=R42B02-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT049118-GAL4.DBD}attP2/TM6B, Tb[1]"
SS66737,Adult,Jens Goldammer,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039114,CL053,,VT016278-x-GMR_50C04,w[1118]; P{y[+t7.7] w[+mC]=VT016278-p65.AD}attP40; P{y[+t7.7] w[+mC]=R50C04-GAL4.DBD}attP2
SS66744,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039118,,1345471376,GMR_18A03-x-VT002063,"w[1118]; P{y[+t7.7] w[+mC]=R18A03-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT002063-GAL4.DBD}attP2/T(2;3)B3, CyO: TM6B, Tb[1]"
SS66754,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039123,IB038,,VT016841-x-GMR_95F09,"w[1118]; P{y[+t7.7] w[+mC]=VT016841-p65.AD}attP40; P{y[+t7.7] w[+mC]=R95F09-GAL4.DBD}attP2/T(2;3)B3, CyO: TM6B, Tb[1]"
SS66758,Adult,Jens Goldammer,Rubin,1,N,No,Yes,10.1101/2024.01.09.574419,Meissner; 2024,3039186,PLP231,,VT033054-x-GMR_44E06,"w[1118]; P{y[+t7.7] w[+mC]=VT033054-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R44E06-GAL4.DBD}attP2/TM6B, Tb[1]"
SS66766,Adult,Jens Goldammer,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039281,"PS220, PS221, PS218",,GMR_42B02-x-VT031495,w[1118]; P{y[+t7.7] w[+mC]=R42B02-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT031495-GAL4.DBD}attP2
SS66768,Adult,Jens Goldammer,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039130,"PS220, PS221, some PS218?",,VT044959-x-GMR_42B02,w[1118]; P{y[+t7.7] w[+mC]=VT044959-p65.AD}attP40; P{y[+t7.7] w[+mC]=R42B02-GAL4.DBD}attP2
SS66769,Adult,Jens Goldammer,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039131,PS051,,VT058382-x-VT050218,"w[1118]; P{y[+t7.7] w[+mC]=VT058382-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT050218-GAL4.DBD}attP2/TM6B, Tb[1]"
SS66859,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036237,pMP_PN,,VT064581-x-VT022246,"w[1118]; P{y[+t7.7] w[+mC]=VT064581-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT022246-GAL4.DBD}attP2"
SS66941,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3036726,,,GMR_44B10-x-VT042358,w[1118]; P{y[+t7.7] w[+mC]=R44B10-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT042358-GAL4.DBD}attP2
SS66968,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1101/2024.01.09.574419,Meissner; 2024,3036758,,,VT042358-x-GMR_44B10,"w[1118]; P{y[+t7.7] w[+mC]=VT042358-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R44B10-GAL4.DBD}attP2"
SS67050,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036625,DNOVSs,,VT016254-x-VT026665,"w[1118]; P{y[+t7.7] w[+mC]=VT016254-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT026665-GAL4.DBD}attP2"
SS67102,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036642,DNg62,,GMR_19F01-x-VT023471,w[1118]; P{y[+t7.7] w[+mC]=R19F01-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT023471-GAL4.DBD}attP2
SS67116,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036647,WN>NN-IN,,VT016254-x-VT031567,"w[1118]; P{y[+t7.7] w[+mC]=VT016254-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT031567-GAL4.DBD}attP2"
SS67122,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036648,DNp30,,VT008133-x-VT046808,w[1118]; P{y[+t7.7] w[+mC]=VT008133-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT046808-GAL4.DBD}attP2
SS67124,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036649,DNg05,,VT026777-x-VT037825,w[1118]; P{y[+t7.7] w[+mC]=VT026777-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT037825-GAL4.DBD}attP2
SS67133,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036655,DNg52,,VT046828-x-VT050112,"w[1118]; P{y[+t7.7] w[+mC]=VT046828-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT050112-GAL4.DBD}attP2/TM6B, Tb[1]"
SS67162,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036662,"DNg04, DNg05, other?",,VT037825-x-VT026777,w[1118]; P{y[+t7.7] w[+mC]=VT037825-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT026777-GAL4.DBD}attP2
SS67175,Adult,DI,DI,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036665,New DNg (no neurite in brain),,VT044957-x-GMR_36G02,w[1118]; P{y[+t7.7] w[+mC]=VT044957-p65.AD}attP40; P{y[+t7.7] w[+mC]=R36G02-GAL4.DBD}attP2
SS67217,Adult,DI,DI,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036675,DNg76,,VT040430-x-GMR_79D11,w[1118]; P{y[+t7.7] w[+mC]=VT040430-p65.AD}attP40; P{y[+t7.7] w[+mC]=R79D11-GAL4.DBD}attP2
SS67311,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036541,MN,,VT038450-x-VT049130,"w[1118]; P{y[+t7.7] w[+mC]=VT038450-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT049130-GAL4.DBD}attP2/TM6B, Tb[1]"
SS67322,Adult,Ryo Minegishi,Dickson,4,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036519,LBL57,,VT014097-x-VT025281,w[1118]; P{y[+t7.7] w[+mC]=VT014097-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT025281-GAL4.DBD}attP2
SS67325,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036548,DN,,VT020600-x-VT043788,w[1118]; P{y[+t7.7] w[+mC]=VT020600-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT043788-GAL4.DBD}attP2
SS67361,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036567,,,VT024647-x-VT020739,w[1118]; P{y[+t7.7] w[+mC]=VT024647-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT020739-GAL4.DBD}attP2
SS67416,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036608,LBA72,,GMR_18A03-x-GMR_52F12,w[1118]; P{y[+t7.7] w[+mC]=R18A03-p65.AD}attP40; P{y[+t7.7] w[+mC]=R52F12-GAL4.DBD}attP2
SS67451,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036546,LBA35,,GMR_44A08-x-VT057282,w[1118]; P{y[+t7.7] w[+mC]=R44A08-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT057282-GAL4.DBD}attP2
SS67459,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036554,LBA14,,GMR_52B10-x-VT026018,w[1118]; P{y[+t7.7] w[+mC]=R52B10-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT026018-GAL4.DBD}attP2
SS67473,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036538,LUI15,,GMR_82F02-x-VT014336,w[1118]; P{y[+t7.7] w[+mC]=R82F02-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT014336-GAL4.DBD}attP2
SS67476,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036532,LUI15,,GMR_82F02-x-GMR_81A06,w[1118]; P{y[+t7.7] w[+mC]=R82F02-p65.AD}attP40; P{y[+t7.7] w[+mC]=R81A06-GAL4.DBD}attP2
SS67500,Adult,Tanya Wolff,Rubin,1,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3039987,FB8D?,,VT049652-x-VT032417,"w[1118]; P{y[+t7.7] w[+mC]=VT049652-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT032417-GAL4.DBD}attP2/TM6B, Tb[1]"
SS67641,Adult,Gerry Rubin,Rubin,2,N,No,No,10.1101/2024.01.09.574419,Meissner; 2024,3036661,MBON20,,GMR_24A06-x-VT049978,w[1118]; P{y[+t7.7] w[+mC]=R24A06-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT049978-GAL4.DBD}attP2
